macro_bairro,nome_cliente,bairro_destino,order_datetime,platform,order_mode,distance_km,tempo_preparo_minutos,status,eta_minutes_quote,actual_delivery_minutes,total_brl,classe_pedido,platform_commission_pct,num_itens,satisfacao_nivel
Outros,Gabriela P. Ribeiro,Liberdade,2024-07-09 20:01:00,ifood,delivery,7.23,14,delivered,48,34.4,216.77,familia,0.16,7,5
Pinheiros,Eduardo I. Ferreira,Pinheiros,2024-07-09 20:21:00,rappi,delivery,6.96,7,delivered,44,37.9,65.6,prato_unico,0.16,2,5
Pinheiros,Eduarda Rezende,Pinheiros,2024-07-09 21:07:00,ifood,delivery,7.18,34,delivered,51,63.3,225.77,familia,0.16,5,3
Itaim,Eduarda Xavier,Itaim Bibi,2024-07-10 11:42:00,site_proprio,delivery,4.85,22,delivered,47,45.1,126.42,combo,0.0,5,5
Santo Amaro,Daniel Vieira,Chácara Santo Antônio,2024-07-10 12:01:00,ifood,delivery,5.39,7,delivered,41,21.9,58.08,prato_unico,0.16,1,5
Moema,Ana D. Batista,Ibirapuera,2024-07-10 13:43:00,whatsapp,retirada,0.16,22,delivered,27,28.9,132.09,combo,0.0,2,5
Brooklin,Caio J. Moreira,Campo Belo,2024-07-10 14:39:00,ifood,delivery,1.64,25,delivered,34,27.4,203.07,familia,0.12,5,5
Vila Olímpia,Júlia P. Dias,Vila Olímpia,2024-07-10 17:11:00,ifood,delivery,2.7,10,delivered,23,26.9,87.09,prato_unico,0.16,2,4
Vila Mariana,Eduardo Xavier,Aclimação,2024-07-10 19:33:00,whatsapp,retirada,4.41,15,delivered,16,26.2,48.6,prato_unico,0.0,2,4
Vila Olímpia,Eduardo S. Borges,Vila Olímpia,2024-07-10 21:49:00,whatsapp,retirada,0.2,6,delivered,23,9.9,156.56,combo,0.0,4,5
Brooklin,Isabela Batista,Campo Belo,2024-07-11 08:31:00,whatsapp,retirada,0.14,16,delivered,25,12.1,76.63,prato_unico,0.0,3,5
Moema,Felipe R. Correia,Moema,2024-07-11 10:49:00,ifood,delivery,3.75,38,delivered,39,49.5,222.58,familia,0.12,4,3
Jardins,Daniel Dias,Jardim Paulista,2024-07-11 11:25:00,ifood,delivery,7.39,6,delivered,46,33.6,46.42,prato_unico,0.12,3,5
Morumbi,Bruna Souza,Real Parque,2024-07-11 12:27:00,whatsapp,retirada,0.07,6,delivered,20,2.0,53.87,prato_unico,0.0,1,5
Vila Mariana,Pedro B. Marques,Vila Mariana,2024-07-11 12:33:00,ifood,delivery,3.58,14,delivered,39,29.4,74.63,prato_unico,0.16,2,5
Jardins,Gabriela Dias,Jardins,2024-07-11 12:45:00,ifood,delivery,5.43,9,delivered,40,20.7,105.91,combo,0.16,2,5
Vila Olímpia,Carla Ribeiro,Vila Olímpia,2024-07-11 13:11:00,site_proprio,delivery,3.69,14,canceled,37,31.6,72.75,prato_unico,0.0,3,5
Brooklin,Nicolas Teixeira,Campo Belo,2024-07-11 14:01:00,whatsapp,retirada,0.17,20,delivered,22,16.3,111.8,combo,0.0,3,5
Moema,Vítor Moreira,Moema,2024-07-11 17:34:00,site_proprio,retirada,0.08,6,delivered,14,9.6,131.76,combo,0.0,3,5
Brooklin,Larissa O. Oliveira,Campo Belo,2024-07-11 19:08:00,ifood,delivery,0.77,12,delivered,31,18.8,70.06,prato_unico,0.12,2,5
Morumbi,Larissa Batista,Morumbi,2024-07-11 20:28:00,site_proprio,delivery,7.19,26,canceled,48,48.5,163.91,combo,0.0,4,5
Jardins,Natália Ribeiro,Jardim Paulista,2024-07-11 21:16:00,ifood,delivery,4.51,20,delivered,44,44.3,158.1,combo,0.16,7,4
Vila Mariana,Tatiane B. Ferreira,Vila Mariana,2024-07-11 21:43:00,ifood,delivery,5.16,15,delivered,42,34.6,205.48,familia,0.16,5,5
Brooklin,Nicolas W. Mendes,Campo Belo,2024-07-12 10:28:00,ifood,delivery,0.1,16,delivered,29,15.2,75.03,prato_unico,0.16,1,5
Morumbi,Patrícia Ribeiro,Real Parque,2024-07-12 12:00:00,rappi,delivery,6.59,23,delivered,45,41.7,94.06,prato_unico,0.16,6,5
Outros,Bruno Pereira,Perdizes,2024-07-12 12:36:00,ifood,delivery,8.22,20,delivered,47,38.9,57.8,prato_unico,0.12,2,5
Vila Mariana,Yasmin Xavier,Vila Mariana,2024-07-12 14:30:00,ifood,delivery,4.4,15,delivered,44,32.6,118.46,combo,0.12,1,5
Moema,Henrique Melo,Ibirapuera,2024-07-12 15:14:00,whatsapp,retirada,0.03,6,delivered,28,26.37,37.22,prato_unico,0.0,1,5
Outros,Bruno Silva,Perdizes,2024-07-12 15:21:00,site_proprio,retirada,0.24,17,delivered,25,19.8,106.31,combo,0.0,4,5
Itaim,Gabriela Duarte,Itaim Bibi,2024-07-12 15:45:00,ifood,delivery,4.01,42,delivered,47,57.9,261.63,familia,0.12,5,3
Pinheiros,Igor Almeida,Pinheiros,2024-07-12 18:07:00,ifood,delivery,5.86,31,delivered,46,56.5,203.89,familia,0.12,5,3
Moema,Matheus Dantas,Moema,2024-07-12 19:59:00,ifood,delivery,3.79,22,delivered,41,35.0,100.36,prato_unico,0.16,4,5
Brooklin,Rafael A. Oliveira,Brooklin,2024-07-12 21:05:00,ifood,delivery,0.92,13,delivered,40,15.7,81.44,prato_unico,0.12,3,5
Itaim,Gustavo L. Melo,Itaim Bibi,2024-07-12 22:39:00,site_proprio,retirada,0.01,19,delivered,26,24.6,73.04,combo,0.0,2,5
Santo Amaro,Felipe H. Carvalho,Chácara Santo Antônio,2024-07-12 23:39:00,whatsapp,retirada,0.01,14,delivered,26,17.1,107.19,combo,0.0,2,5
Brooklin,Daniel Xavier,Campo Belo,2024-07-13 06:24:00,ifood,delivery,0.62,8,delivered,32,12.4,73.13,prato_unico,0.12,2,5
Outros,Thiago Ribeiro,Perdizes,2024-07-13 08:08:00,whatsapp,retirada,0.05,18,delivered,25,22.3,159.71,combo,0.0,6,5
Outros,Eduarda Araújo,Butantã,2024-07-13 10:18:00,ifood,delivery,6.3,22,delivered,51,37.0,131.15,prato_unico,0.16,6,5
Moema,Caio U. Cavalcanti,Ibirapuera,2024-07-13 10:28:00,site_proprio,retirada,0.04,22,delivered,25,28.1,111.79,combo,0.0,2,5
Pinheiros,Rafael Z. Machado,Pinheiros,2024-07-13 11:13:00,rappi,delivery,6.99,9,delivered,48,35.7,67.89,prato_unico,0.16,1,5
Vila Mariana,Bruna Melo,Aclimação,2024-07-13 11:46:00,site_proprio,delivery,5.51,36,delivered,44,52.4,288.46,familia,0.0,12,4
Vila Mariana,Olívia E. Gomes,Aclimação,2024-07-13 11:47:00,ifood,delivery,4.22,13,delivered,41,26.8,69.24,prato_unico,0.12,4,5
Outros,Fernanda Q. Ramos,Bela Vista,2024-07-13 12:28:00,ifood,delivery,7.0,8,delivered,41,31.4,56.93,prato_unico,0.12,3,5
Moema,Bruna Moreira,Ibirapuera,2024-07-13 13:05:00,site_proprio,delivery,2.06,15,delivered,39,22.5,70.07,prato_unico,0.0,4,5
Brooklin,André Vieira,Brooklin,2024-07-13 13:09:00,ifood,delivery,0.1,20,delivered,34,24.0,141.14,combo,0.12,3,5
Itaim,Samuel Dias,Itaim Bibi,2024-07-13 14:06:00,ifood,delivery,4.14,20,delivered,47,42.6,73.28,prato_unico,0.12,4,5
Brooklin,Bruna Carvalho,Brooklin,2024-07-13 17:16:00,rappi,delivery,1.05,6,delivered,25,15.4,58.91,prato_unico,0.16,1,5
Pinheiros,Daniela B. Batista,Pinheiros,2024-07-13 18:03:00,site_proprio,delivery,4.79,15,delivered,32,21.4,58.01,prato_unico,0.0,1,5
Pinheiros,Yasmin X. Moreira,Pinheiros,2024-07-13 20:22:00,site_proprio,delivery,6.56,24,delivered,49,50.8,127.66,combo,0.0,3,5
Jardins,Eduarda Gonçalves,Jardins,2024-07-14 07:21:00,ifood,delivery,5.59,20,delivered,45,46.8,146.45,combo,0.16,3,4
Vila Olímpia,Daniela Araújo,Vila Olímpia,2024-07-14 07:33:00,ifood,delivery,3.68,8,delivered,36,22.7,79.82,prato_unico,0.12,4,5
Jardins,Nicolas C. Nogueira,Jardim Paulista,2024-07-14 08:33:00,ifood,delivery,4.19,22,delivered,42,43.3,126.77,combo,0.16,2,4
Moema,Júlia D. Ribeiro,Ibirapuera,2024-07-14 09:58:00,ifood,delivery,3.53,13,delivered,33,35.8,60.96,prato_unico,0.12,1,4
Morumbi,Helena Rezende,Real Parque,2024-07-14 10:29:00,ifood,delivery,9.01,11,delivered,51,46.5,66.52,prato_unico,0.16,2,5
Jardins,Samuel D. Castro,Jardim Paulista,2024-07-14 11:24:00,ifood,delivery,5.54,17,delivered,45,37.9,118.1,prato_unico,0.16,3,5
Brooklin,Pedro Rezende,Brooklin,2024-07-14 11:47:00,rappi,delivery,0.19,6,delivered,32,12.4,43.18,prato_unico,0.12,2,5
Jardins,Carla Lopes,Jardins,2024-07-14 13:28:00,ifood,delivery,4.64,14,delivered,40,31.2,130.54,combo,0.12,2,5
Pinheiros,Sabrina C. Miranda,Pinheiros,2024-07-14 13:43:00,ifood,delivery,4.28,9,delivered,41,33.26,97.05,prato_unico,0.16,4,4
Jardins,Mariana Barbosa,Jardins,2024-07-14 14:28:00,ifood,delivery,6.07,16,delivered,42,35.6,105.61,prato_unico,0.16,6,5
Brooklin,André P. Xavier,Campo Belo,2024-07-14 14:37:00,site_proprio,delivery,0.72,24,delivered,38,36.5,143.64,combo,0.0,2,5
Santo Amaro,Yuri Fernandes,Santo Amaro,2024-07-14 16:21:00,ifood,delivery,5.63,16,delivered,44,31.8,125.08,combo,0.12,6,5
Moema,Mariana T. Castro,Ibirapuera,2024-07-14 16:41:00,site_proprio,delivery,2.28,26,delivered,34,43.7,122.97,combo,0.0,3,4
Brooklin,Igor S. Duarte,Campo Belo,2024-07-14 17:09:00,site_proprio,delivery,0.1,22,delivered,35,27.0,119.47,combo,0.0,4,5
Jardins,Igor Oliveira,Jardins,2024-07-14 18:10:00,ifood,delivery,5.8,18,delivered,42,31.6,80.58,prato_unico,0.16,2,5
Vila Olímpia,Helena Miranda,Vila Olímpia,2024-07-14 19:33:00,rappi,delivery,2.82,28,delivered,38,41.8,185.7,familia,0.12,3,4
Brooklin,Gustavo Rezende,Brooklin,2024-07-14 20:18:00,ifood,delivery,0.1,31,delivered,35,23.9,221.3,familia,0.16,4,5
Outros,Eduarda Rocha,Liberdade,2024-07-14 20:39:00,ifood,delivery,5.58,14,delivered,37,34.84,78.4,prato_unico,0.16,3,4
Outros,Henrique E. Melo,Perdizes,2024-07-14 21:08:00,rappi,delivery,7.45,9,delivered,44,38.5,60.01,prato_unico,0.16,2,5
Pinheiros,Igor Dias,Pinheiros,2024-07-14 21:08:00,site_proprio,delivery,4.96,26,delivered,41,41.8,146.63,combo,0.0,4,5
Vila Olímpia,Rafaela I. Borges,Vila Olímpia,2024-07-14 21:28:00,site_proprio,delivery,3.93,16,delivered,40,31.0,128.77,combo,0.0,4,5
Brooklin,Larissa M. Lopes,Brooklin,2024-07-15 06:51:00,site_proprio,retirada,0.12,18,delivered,27,29.9,128.07,combo,0.0,5,5
Vila Mariana,Samuel Pereira,Vila Mariana,2024-07-15 08:54:00,ifood,delivery,4.65,16,canceled,44,30.2,124.82,prato_unico,0.12,3,5
Vila Mariana,Helena Gomes,Paraíso,2024-07-15 09:36:00,ifood,delivery,5.21,6,delivered,40,18.2,67.49,prato_unico,0.16,3,5
Santo Amaro,Igor J. Castro,Santo Amaro,2024-07-15 10:04:00,ifood,delivery,5.72,16,delivered,38,43.6,49.54,prato_unico,0.16,3,4
Moema,Felipe Barbosa,Moema,2024-07-15 10:47:00,site_proprio,delivery,3.0,25,delivered,39,47.1,127.37,combo,0.0,4,4
Itaim,Samuel Rezende,Itaim Bibi,2024-07-15 12:18:00,site_proprio,delivery,4.1,23,chargeback,40,38.6,139.39,combo,0.0,6,5
Brooklin,Gabriela Almeida,Campo Belo,2024-07-15 18:34:00,whatsapp,retirada,0.25,21,delivered,26,28.8,119.19,combo,0.0,1,5
Santo Amaro,Daniel E. Miranda,Santo Amaro,2024-07-15 19:04:00,site_proprio,retirada,4.85,12,delivered,28,20.5,94.42,prato_unico,0.0,4,5
Outros,Lucas G. Cavalcanti,Bela Vista,2024-07-15 19:21:00,site_proprio,delivery,6.04,15,delivered,35,37.32,87.98,prato_unico,0.0,3,5
Jardins,Helena Ramos,Jardins,2024-07-15 20:16:00,site_proprio,delivery,4.59,6,delivered,44,33.01,59.25,prato_unico,0.0,2,5
Itaim,Igor Xavier,Itaim Bibi,2024-07-15 21:20:00,rappi,delivery,5.15,18,delivered,48,42.7,70.21,prato_unico,0.16,2,5
Moema,Daniela G. Borges,Ibirapuera,2024-07-16 00:04:00,ifood,delivery,2.53,25,delivered,43,44.2,144.44,combo,0.16,5,4
Vila Olímpia,Valentina Araújo,Vila Olímpia,2024-07-16 03:58:00,site_proprio,delivery,2.22,12,delivered,31,23.2,88.38,prato_unico,0.0,4,5
Brooklin,Vítor Xavier,Brooklin,2024-07-16 08:51:00,ifood,delivery,0.88,15,delivered,35,16.1,124.53,combo,0.16,2,5
Vila Mariana,Eduardo Araújo,Aclimação,2024-07-16 10:55:00,ifood,delivery,6.08,14,delivered,40,45.1,86.24,prato_unico,0.16,3,4
Vila Olímpia,Olívia Lima,Vila Olímpia,2024-07-16 12:29:00,rappi,delivery,3.35,23,delivered,35,33.5,115.9,prato_unico,0.12,5,5
Brooklin,Henrique Moreira,Campo Belo,2024-07-16 13:44:00,ifood,delivery,0.97,20,delivered,35,23.5,143.49,combo,0.12,4,5
Morumbi,Larissa H. Fernandes,Real Parque,2024-07-16 14:57:00,ifood,delivery,9.36,7,delivered,54,39.8,88.87,prato_unico,0.16,3,5
Moema,Henrique Pereira,Moema,2024-07-16 15:27:00,site_proprio,delivery,4.17,11,delivered,36,33.4,83.12,prato_unico,0.0,3,5
Outros,Sabrina D. Dias,Butantã,2024-07-16 19:43:00,rappi,delivery,7.66,40,delivered,51,73.2,257.38,familia,0.16,7,2
Outros,Tatiane Dantas,Liberdade,2024-07-16 20:41:00,ifood,delivery,7.28,8,delivered,44,34.5,74.23,prato_unico,0.16,1,5
Santo Amaro,Sabrina K. Ribeiro,Santo Amaro,2024-07-16 22:43:00,whatsapp,retirada,0.2,9,delivered,17,12.7,47.22,prato_unico,0.0,1,5
Moema,Ana Miranda,Ibirapuera,2024-07-17 07:20:00,rappi,delivery,4.24,15,delivered,33,30.5,109.16,combo,0.16,3,4
Moema,Ana Gomes,Moema,2024-07-17 07:50:00,ifood,delivery,2.48,17,delivered,31,29.5,65.81,prato_unico,0.16,3,4
Moema,Nicolas Q. Ramos,Ibirapuera,2024-07-17 10:32:00,site_proprio,delivery,1.49,23,delivered,32,17.5,231.14,familia,0.0,6,5
Vila Olímpia,Eduarda Almeida,Vila Olímpia,2024-07-17 11:46:00,site_proprio,delivery,4.29,21,delivered,40,35.6,58.99,prato_unico,0.0,3,5
Vila Olímpia,Tatiane Castro,Vila Olímpia,2024-07-17 12:07:00,rappi,delivery,2.19,6,delivered,37,14.9,81.73,prato_unico,0.12,3,5
Vila Olímpia,Pedro Gonçalves,Vila Olímpia,2024-07-17 13:12:00,rappi,delivery,2.0,21,delivered,33,23.8,85.16,prato_unico,0.12,3,5
Moema,Rafaela A. Machado,Ibirapuera,2024-07-17 14:24:00,rappi,delivery,2.57,18,delivered,31,30.1,121.42,prato_unico,0.16,5,4
Jardins,Nicolas Vieira,Jardins,2024-07-17 15:24:00,ifood,delivery,6.25,21,delivered,47,42.4,96.72,prato_unico,0.12,5,5
Vila Olímpia,André Teixeira,Vila Olímpia,2024-07-17 18:31:00,site_proprio,delivery,3.58,23,delivered,44,45.7,65.35,prato_unico,0.0,1,5
Brooklin,Yuri Y. Vieira,Brooklin,2024-07-17 18:48:00,rappi,delivery,0.96,14,delivered,35,26.4,108.03,prato_unico,0.16,4,5
Vila Mariana,Vítor Machado,Paraíso,2024-07-17 20:16:00,whatsapp,retirada,0.01,19,delivered,18,18.6,155.95,combo,0.0,4,5
Moema,Gustavo U. Correia,Ibirapuera,2024-07-18 04:17:00,ifood,delivery,2.31,10,delivered,35,17.7,57.8,prato_unico,0.12,2,5
Moema,Larissa P. Miranda,Moema,2024-07-18 08:38:00,site_proprio,delivery,3.32,15,canceled,42,26.9,104.73,prato_unico,0.0,5,5
Santo Amaro,Igor Silva,Santo Amaro,2024-07-18 09:36:00,ifood,delivery,5.31,20,delivered,44,37.0,110.42,combo,0.16,1,5
Outros,Eduarda P. Araújo,Butantã,2024-07-18 10:36:00,ifood,delivery,6.51,22,delivered,49,46.3,123.2,combo,0.16,2,4
Vila Olímpia,Thiago Borges,Vila Olímpia,2024-07-18 13:27:00,rappi,delivery,2.49,22,delivered,39,26.9,233.66,familia,0.12,7,4
Jardins,Nicolas Correia,Jardim Paulista,2024-07-18 15:03:00,site_proprio,retirada,0.25,14,delivered,18,10.4,90.42,prato_unico,0.0,2,5
Jardins,Sabrina T. Cavalcanti,Jardins,2024-07-18 15:19:00,whatsapp,retirada,0.11,30,delivered,34,36.4,135.65,combo,0.0,6,5
Brooklin,Ana Rezende,Campo Belo,2024-07-18 17:18:00,ifood,delivery,1.01,36,delivered,37,46.0,232.48,familia,0.12,6,3
Itaim,Rafael Dias,Itaim Bibi,2024-07-18 17:27:00,whatsapp,retirada,3.28,35,delivered,34,35.1,254.72,familia,0.0,7,5
Itaim,Júlia Xavier,Itaim Bibi,2024-07-18 19:20:00,whatsapp,retirada,0.26,16,delivered,21,22.7,109.66,prato_unico,0.0,5,5
Brooklin,Caio I. Santos,Brooklin,2024-07-18 19:55:00,whatsapp,retirada,0.04,26,delivered,27,25.5,141.09,combo,0.0,2,5
Jardins,Nicolas G. Melo,Jardim Paulista,2024-07-18 20:17:00,site_proprio,delivery,5.79,14,delivered,46,35.5,89.17,prato_unico,0.0,2,5
Outros,Yuri P. Duarte,Perdizes,2024-07-18 20:40:00,site_proprio,retirada,0.17,12,delivered,29,17.7,65.32,prato_unico,0.0,2,5
Brooklin,Gustavo Oliveira,Campo Belo,2024-07-19 07:22:00,ifood,delivery,1.04,23,delivered,39,28.5,167.9,combo,0.16,5,5
Vila Olímpia,Isabela Barbosa,Vila Olímpia,2024-07-19 09:21:00,ifood,delivery,3.11,9,delivered,35,22.3,76.49,prato_unico,0.16,4,5
Vila Olímpia,Felipe Lima,Vila Olímpia,2024-07-19 09:54:00,rappi,delivery,3.27,43,delivered,39,55.3,268.36,familia,0.16,7,3
Jardins,Vítor Lopes,Jardins,2024-07-19 11:37:00,site_proprio,retirada,0.07,11,delivered,19,33.01,145.96,combo,0.0,3,5
Outros,Gabriela Rocha,Bela Vista,2024-07-19 11:55:00,site_proprio,delivery,7.53,18,delivered,45,43.2,122.62,prato_unico,0.0,5,5
Brooklin,Lucas X. Ribeiro,Campo Belo,2024-07-19 12:03:00,ifood,delivery,1.36,10,delivered,28,11.7,129.59,combo,0.12,4,5
Brooklin,Sabrina K. Mendes,Campo Belo,2024-07-19 12:51:00,ifood,delivery,0.1,15,delivered,27,15.9,87.02,prato_unico,0.16,4,5
Morumbi,Nicolas J. Lima,Morumbi,2024-07-19 13:22:00,ifood,delivery,6.43,16,delivered,47,34.5,59.87,prato_unico,0.12,3,5
Vila Mariana,Otávio Dantas,Paraíso,2024-07-19 16:42:00,ifood,delivery,5.85,6,delivered,43,23.1,79.46,prato_unico,0.12,3,5
Itaim,Nicolas X. Batista,Itaim Bibi,2024-07-19 17:52:00,ifood,delivery,4.36,14,delivered,34,28.2,54.47,prato_unico,0.16,2,5
Itaim,Lucas Gonçalves,Itaim Bibi,2024-07-19 18:52:00,ifood,delivery,3.45,24,delivered,41,36.3,137.3,combo,0.12,5,5
Outros,Fernanda Q. Castro,Butantã,2024-07-19 22:13:00,ifood,delivery,8.43,14,delivered,45,41.6,63.34,prato_unico,0.16,3,5
Brooklin,Caio Borges,Brooklin,2024-07-19 22:21:00,site_proprio,delivery,1.77,14,delivered,34,20.72,84.29,prato_unico,0.0,4,5
Moema,Lucas Oliveira,Ibirapuera,2024-07-20 06:08:00,ifood,delivery,3.44,16,delivered,39,31.2,112.38,combo,0.16,2,5
Outros,Henrique Souza,Bela Vista,2024-07-20 08:34:00,ifood,delivery,7.59,12,delivered,50,42.2,73.7,prato_unico,0.16,2,5
Brooklin,Gustavo Melo,Brooklin,2024-07-20 08:54:00,whatsapp,retirada,0.26,17,delivered,26,16.1,124.59,combo,0.0,4,5
Vila Mariana,Daniel Correia,Paraíso,2024-07-20 10:27:00,ifood,delivery,4.35,15,delivered,38,24.6,88.04,prato_unico,0.12,2,5
Santo Amaro,Yasmin Vieira,Santo Amaro,2024-07-20 14:22:00,whatsapp,retirada,0.02,9,delivered,14,4.7,104.08,combo,0.0,2,5
Itaim,Otávio Ramos,Itaim Bibi,2024-07-20 14:48:00,site_proprio,delivery,5.38,10,delivered,42,26.0,66.18,prato_unico,0.0,3,5
Moema,João O. Souza,Ibirapuera,2024-07-20 18:28:00,site_proprio,retirada,0.22,7,delivered,24,6.5,68.99,prato_unico,0.0,2,5
Brooklin,Yasmin Batista,Brooklin,2024-07-20 19:04:00,whatsapp,retirada,0.19,18,delivered,23,16.4,203.85,combo,0.0,8,5
Vila Olímpia,Larissa W. Almeida,Vila Olímpia,2024-07-20 19:44:00,ifood,delivery,2.9,8,delivered,44,11.7,61.43,prato_unico,0.12,1,5
Brooklin,Valentina Dias,Campo Belo,2024-07-20 20:41:00,rappi,delivery,1.11,31,delivered,36,35.4,219.36,familia,0.16,5,4
Vila Mariana,Thiago J. Mendes,Vila Mariana,2024-07-20 21:44:00,ifood,delivery,4.24,19,delivered,44,35.6,72.29,prato_unico,0.12,4,5
Vila Mariana,Gustavo F. Silva,Aclimação,2024-07-20 21:57:00,ifood,delivery,4.7,22,delivered,40,42.5,134.31,combo,0.16,4,4
Moema,Eduardo Silva,Ibirapuera,2024-07-21 02:39:00,rappi,delivery,1.71,7,delivered,37,10.5,59.12,prato_unico,0.12,1,5
Vila Mariana,Samuel Barbosa,Aclimação,2024-07-21 09:42:00,ifood,delivery,5.15,25,delivered,45,42.2,124.19,combo,0.16,3,4
Moema,Larissa Fernandes,Ibirapuera,2024-07-21 10:08:00,ifood,delivery,1.46,19,delivered,37,21.0,90.22,combo,0.12,2,5
Jardins,Samuel Martins,Jardim Paulista,2024-07-21 11:36:00,rappi,delivery,4.51,19,delivered,47,42.3,62.44,prato_unico,0.16,2,5
Jardins,Sabrina Rocha,Jardim Paulista,2024-07-21 11:48:00,ifood,delivery,5.11,14,delivered,41,27.8,103.02,prato_unico,0.16,3,5
Jardins,Nicolas Melo,Jardim Paulista,2024-07-21 15:23:00,ifood,delivery,5.75,25,delivered,42,49.1,181.51,combo,0.16,6,3
Vila Olímpia,Daniel P. Ferreira,Vila Olímpia,2024-07-21 16:36:00,rappi,delivery,3.01,30,delivered,44,33.9,210.7,familia,0.12,5,5
Outros,Felipe Dias,Liberdade,2024-07-21 16:59:00,ifood,delivery,7.11,14,delivered,46,36.7,111.29,combo,0.16,1,5
Moema,Nicolas Silva,Moema,2024-07-21 20:06:00,ifood,delivery,2.6,15,delivered,34,26.5,104.32,combo,0.12,3,5
Moema,Helena Barros,Ibirapuera,2024-07-21 20:39:00,ifood,delivery,2.95,19,delivered,37,31.4,156.26,combo,0.12,4,5
Moema,Larissa Souza,Ibirapuera,2024-07-21 21:15:00,ifood,delivery,2.39,12,delivered,37,34.4,73.28,prato_unico,0.16,2,4
Jardins,Lucas Moreira,Jardins,2024-07-21 21:44:00,ifood,delivery,4.73,6,delivered,37,23.7,69.04,prato_unico,0.16,1,5
Jardins,Yuri Dias,Jardins,2024-07-21 23:20:00,site_proprio,retirada,0.2,10,delivered,24,6.5,32.27,prato_unico,0.0,1,5
Moema,Eduarda D. Souza,Ibirapuera,2024-07-22 09:48:00,site_proprio,retirada,0.29,6,delivered,18,6.8,84.96,prato_unico,0.0,3,5
Brooklin,Daniel Martins,Campo Belo,2024-07-22 10:43:00,rappi,delivery,1.9,20,delivered,32,19.3,75.88,prato_unico,0.16,2,5
Brooklin,Yasmin Z. Silva,Campo Belo,2024-07-22 12:21:00,ifood,delivery,2.64,18,delivered,37,28.0,137.18,combo,0.16,3,5
Pinheiros,Otávio Gomes,Pinheiros,2024-07-22 12:49:00,site_proprio,delivery,5.72,6,delivered,38,21.0,78.52,prato_unico,0.0,2,5
Itaim,Samuel Correia,Itaim Bibi,2024-07-22 13:55:00,site_proprio,delivery,5.71,19,delivered,43,44.0,86.19,prato_unico,0.0,3,5
Moema,Bruna Lopes,Ibirapuera,2024-07-22 14:30:00,site_proprio,delivery,3.34,18,delivered,42,27.9,95.39,prato_unico,0.0,5,5
Vila Olímpia,Daniel Souza,Vila Olímpia,2024-07-22 14:44:00,ifood,delivery,2.63,13,delivered,33,22.2,92.1,prato_unico,0.16,3,5
Brooklin,Rafaela F. Vieira,Campo Belo,2024-07-22 15:09:00,ifood,delivery,0.86,11,delivered,29,20.4,87.9,prato_unico,0.16,4,5
Brooklin,Igor Lima,Brooklin,2024-07-22 17:33:00,rappi,delivery,0.88,13,delivered,37,34.4,77.31,prato_unico,0.12,4,5
Vila Mariana,Yuri W. Teixeira,Vila Mariana,2024-07-22 18:14:00,ifood,delivery,5.0,6,delivered,42,21.2,51.0,prato_unico,0.16,2,5
Vila Olímpia,Mariana F. Barros,Vila Olímpia,2024-07-22 19:10:00,site_proprio,delivery,3.67,11,chargeback,38,33.2,106.64,combo,0.0,4,5
Jardins,Felipe Xavier,Jardim Paulista,2024-07-22 19:42:00,ifood,delivery,6.58,11,delivered,42,37.6,71.15,prato_unico,0.12,3,5
Brooklin,Vítor I. Lima,Brooklin,2024-07-22 20:36:00,ifood,delivery,0.17,12,delivered,31,16.2,96.14,prato_unico,0.12,3,5
Brooklin,Natália Cavalcanti,Brooklin,2024-07-22 20:43:00,ifood,delivery,0.1,14,delivered,28,17.6,73.87,prato_unico,0.16,2,5
Vila Mariana,Fernanda Dias,Vila Mariana,2024-07-22 21:02:00,whatsapp,retirada,0.01,7,delivered,16,9.7,47.65,prato_unico,0.0,1,5
Moema,Daniela Mendes,Ibirapuera,2024-07-22 21:12:00,site_proprio,delivery,2.47,12,delivered,30,11.6,121.67,combo,0.0,2,5
Pinheiros,Júlia T. Ribeiro,Pinheiros,2024-07-22 21:24:00,rappi,delivery,6.45,13,delivered,49,33.9,77.91,prato_unico,0.12,4,5
Jardins,Thiago Castro,Jardins,2024-07-22 21:55:00,ifood,delivery,4.55,25,delivered,39,46.5,151.43,combo,0.16,5,3
Pinheiros,João Mendes,Pinheiros,2024-07-22 22:46:00,ifood,delivery,6.31,6,delivered,44,26.9,62.11,prato_unico,0.16,2,5
Pinheiros,Rafael Duarte,Pinheiros,2024-07-23 01:02:00,ifood,delivery,5.78,28,delivered,43,42.5,184.09,combo,0.12,7,4
Moema,Eduarda Gomes,Moema,2024-07-23 08:21:00,ifood,delivery,3.84,14,delivered,46,27.6,67.54,prato_unico,0.16,4,5
Vila Olímpia,Helena Silva,Vila Olímpia,2024-07-23 08:21:00,ifood,delivery,1.84,10,delivered,36,25.5,45.25,prato_unico,0.16,1,5
Vila Olímpia,André Silva,Vila Olímpia,2024-07-23 09:24:00,site_proprio,retirada,0.1,16,delivered,23,24.1,98.23,combo,0.0,3,5
Pinheiros,Samuel O. Pereira,Pinheiros,2024-07-23 11:20:00,rappi,delivery,6.68,10,delivered,42,32.4,54.11,prato_unico,0.16,1,5
Brooklin,Vítor Rocha,Brooklin,2024-07-23 11:42:00,rappi,delivery,0.88,6,delivered,34,22.8,82.97,prato_unico,0.16,2,5
